Ticker,eligible_for_main_design,pillar_two_four_year_scope_proxy,threshold_distance_log,Firm_Size,Leverage,RD_Intensity,ETR,Intangible_Ratio,pre_policy_tax_exposure_score
AVGO,True,1,3.6163223812580334,25.017130432873262,0.689975289765048,0.1481492636207571,0.0755187389416117,0.6925009215142869,0.710397724354035
AWRE,False,0,-3.862857038865407,17.751093827801434,0.2145452414439756,0.5768365817091454,,0.1157602750429754,0.608876560332871
AXTI,True,0,-1.9466198941981536,19.729208139266067,0.2170550595559782,0.0985912498759903,,0.0052043926587258,0.1149445214979195
BAND,True,0,-0.4267558765373002,20.649961541757826,0.7071217817797568,0.1709668639383619,0.0,0.542091081847118,0.7742461601684902
BIRD,False,0,-1.0833601560489103,19.95186301762033,0.314892595444282,,,0.0002876521528492,
BL,True,0,-0.5415683995165265,21.38783657259381,0.930150705680429,0.2082330983787753,,0.2916128162596673,0.6037621359223301
BOX,False,0,0.1951325664783711,,,,,,
CALX,False,0,0.1569048265381008,20.60091174491201,0.231984494284245,0.152097134567143,0.2411457755079382,0.1312956652935293,0.3253358247290286
CDNS,False,0,1.4745434762399925,22.359748909632504,0.4656268134117671,0.3513877291801316,0.1878878437442304,0.3365507309515481,0.6024393845995787
CEVA,False,0,-2.0120977589704205,19.547044377151305,0.1607141699249777,0.5831419022581956,1.0,0.1918869674039203,0.5417597729490934
CHKP,True,1,1.0144970773753073,22.46807345127868,0.4883140022358859,0.1501781192325851,0.141549068189163,0.2262961151481274,0.4576815893563466
CIEN,True,1,1.4926160247270055,22.34653406808874,0.4648800938608561,0.1719554893781721,0.1622037752390345,0.0784749267796952,0.3214638876046643
CLSK,False,0,-2.256037844820871,19.93057452605008,0.1074023750345208,,,0.0143275338304335,
CMBM,False,0,-1.1483773198660274,19.411937936516345,0.4605064907111206,0.167952738136538,0.0,0.1018844957730589,0.5562040889710792
COGN,False,0,-inf,13.276636906828124,3.0,1.0,,,
COHU,False,0,-0.1179061132301173,20.92817535407876,0.243253702499727,0.113917135738673,0.2357100580041826,0.2881203896973637,0.3747463656444239
COUR,True,0,-0.5517407244723441,20.669439864351112,0.2670143531480154,0.3152880348864738,,0.0090259888961235,0.4394070735090152
CRM,False,0,3.64957852441006,,,,,,
CRSR,False,0,0.5531856962776244,20.983508621897503,0.494749257079426,0.0483550990547582,,0.4347690682947323,0.4268377253814147
CRWD,False,0,1.0113279629162035,,,,,,
CSCO,True,1,4.129979795388362,25.266581895585816,0.5768919810216804,0.1313885602343038,0.1840851005042481,0.4348098976617519,0.4601601428057738
CXM,False,0,-0.2766589618970477,,,,,,
DBD,False,0,1.5658665864076635,21.843313406334588,1.4473409461663949,0.0348773369549513,,0.3131810766721044,0.3262829403606103
DCO,True,0,-0.1828705074397935,20.744543845919825,0.4851131564572308,,0.1360362523257907,0.3236476339835498,0.6011904761904763
DDOG,False,0,0.8470641988047479,21.82349415247278,0.5305908577194484,0.4491379619127216,,0.1213510682056886,0.6080963938973648
DGII,True,0,-0.8500217713108713,20.5653187933741,0.4126760315963906,0.1419228540150685,0.0,0.7524824480761686,0.7651731134740843
DMRC,False,0,-3.221476537123816,18.54975095026664,0.1422695272330963,0.8772394608735967,,0.3638608857677738,0.8429698335644937
DOCN,True,0,-0.4839756002237151,21.31969890264625,0.9738002931212344,0.2496607799112301,,0.2390882288306379,0.5942701109570041
DOMO,False,0,-0.971263066339528,,,,,,
DSS,True,0,-3.563449052758992,19.33262203068868,0.3705441616616114,0.0442518408906739,,0.3659000060261535,0.385878987517337
EGHT,True,0,-0.3314379220746961,20.629249619611446,0.7996568043697021,0.1761192860388949,,0.4340260231052832,0.6408200416088765
ENVX,False,0,-inf,19.90361621697521,0.1910160558892021,1.0,,0.0,0.5020371012482663
ESTC,False,0,0.2710138055120502,,,,,,
FIVN,True,0,-0.1606680630162277,20.94198762666593,0.7509290991856069,0.1820565297889441,,0.1555760013178141,0.4496359223300971
FORM,True,0,-0.1231257123704644,20.731460171494568,0.198311294667476,0.1460310159812925,0.1232417487471919,0.2362511257374324,0.5077567164945805
FSLY,False,0,-0.5520922078422785,21.3630718381594,0.4962547063387045,0.3589069270321798,,0.3971730587786698,0.8078190013869626
FTNT,True,1,1.5600840694275986,22.552321090918163,1.0452151573538857,0.1159958346538688,0.0322344322344322,0.0295439948619139,0.4097286433451482
GOOGL,True,1,5.8035979650377865,26.623886216753668,,0.1396569036473433,0.1592081650964558,0.0792851198037583,0.2758963887604664
GPRO,False,0,0.2526143237912805,20.797375594812824,0.4321247997771432,0.1279193006938011,0.1627144225466577,0.136011328551199,0.3021619920891765
GTLB,False,0,-1.393137240305936,,,,,,
HUBS,False,0,0.8724372247370894,21.65729353469468,0.6100879540447779,0.2553610145531202,,0.0500888500112781,0.4250173370319001
IBM,True,1,4.280820440822279,25.569364481040765,0.8269374346722413,0.1084916570295721,0.0,0.5275968029675503,0.6903638208249859
INFY,False,0,3.1063811809852657,,,,,,
INTC,True,1,4.459352732625452,25.92783829800885,0.4328154945278221,0.2779839502648523,0.0,0.184560386155088,0.7068628961832845
INTT,False,0,-1.9154215526691287,18.51659074382865,0.4098450020896553,0.0644451672544253,0.1659931000492853,0.3649083277306343,0.3524682796527457
INTU,True,1,2.618382207520451,24.045924934278084,0.4071897310160813,0.1844255854156844,0.1872541306058222,0.7498738011105502,0.5876451173781271
KLAC,True,1,2.291872426063222,23.256731513082443,0.8889354428579049,0.119981332806767,0.0479121939839569,0.2789901126355551,0.5748606616325063
KLTR,True,0,-1.5859791013142372,19.14421647950119,0.7897570463353236,0.3399482261227052,,0.0597271197210082,0.5209344660194175
LAW,True,0,-1.8770148325489164,19.361945024560395,0.1275192921403547,0.4383312375175678,,0.0267632118975351,0.5005634535367546
LIVE,False,0,-0.9318828597768488,19.445420417383527,0.6512954130284205,,0.2174531882591093,0.1612743461923578,0.3149801587301587
LOGI,True,1,1.7926267863331462,22.118372505378627,0.4055768875738618,0.053245506696556,0.1692471687947431,0.1318217130622576,0.2150434067909795
LRCX,True,1,2.972290785547422,23.5679212350258,0.6348859989560139,0.0931238386352988,0.1131937407882823,0.0940333568431797,0.3720751785072174
LZ,True,0,-0.3106511604975802,19.820372458408336,0.6487993191825256,0.1136070737879831,,0.2025900664783729,0.3494278779472954
MCHP,True,1,2.017438115582836,23.50824621451091,0.6361122256859779,0.1450101892712105,0.1328836424957841,0.6615451094169573,0.617946396465814
MCW,False,0,0.1009246437091479,21.71140530510748,0.7017651491010456,,0.2257790212859337,0.4591673392320544,0.5337301587301587
MDB,False,0,0.4543118209432407,,,,,,
META,True,1,4.9687709046192525,25.9475436905358,0.3231301857026711,0.3030469346276874,0.1949755369721364,0.1141621842812299,0.4428809010119689
MITK,True,0,-1.818378965066145,19.71397949458456,0.5308947840616332,0.2085025275544874,0.0,0.5251002115348209,0.80712873067242
MNDY,False,0,-0.2667244871041663,20.76156593415516,0.3458018580559226,0.2447782301181629,,,
MSFT,True,1,5.414764280361414,26.62272473825837,0.5435204473193729,0.123629394260352,0.1311338334368579,0.2160453897598947,0.4573252170339549
MSI,True,1,2.3608766423711405,23.27380416016324,0.9897768066177618,0.0854916593503072,0.0976897689768976,0.3631965038239426,0.5326000410951867
MU,True,1,3.4058266500458174,24.917199291003087,0.2470618408943469,0.101306977046622,0.0927802737436004,0.0248781738907412,0.3516913237787024
NCNO,False,0,-0.6914158801258167,,,,,,
NET,False,0,0.3318076218208735,21.67411566426696,0.7588925108620553,0.3058761885523681,,0.069759048621512,0.5149098474341193
NOW,True,1,2.0868903966142853,23.31095468137744,0.6216256861418151,0.2440303657694962,0.1854636591478696,0.0794044665012407,0.3824324497868187
NVDA,False,0,3.499173902607396,,,,,,
NXPI,True,1,2.700311893032836,23.86896863707669,0.6668961955586159,0.1626656569481257,0.1573000297353553,0.484334653124462,0.5074035547336518
ORCL,True,1,3.929017510630952,25.41733478435972,1.0527736351409462,0.1700989632422243,0.1218459929402536,0.4140186830379608,0.6284834591873427
PANW,True,1,1.789199751499676,23.22908560831462,0.9828621792779264,0.2576933563573571,,0.2556146765032317,0.6307645631067962
PAYC,False,0,0.6324724741559652,22.08488654154626,0.6969627007008048,0.1078388598022105,0.2777207392197125,0.0271378980672197,0.195394770637489
PCTY,False,0,0.2178329845161199,22.29375791044585,0.8724347652138256,0.1206918188098061,0.0,0.0435451009292133,0.4689699234602147
PD,False,0,-1.1921412078594968,,,,,,
PEGA,False,0,0.5229218169454958,21.029037305245232,0.9036269437684508,0.2233563127681935,,0.0679744444902745,0.4230669209431346
PLTR,False,0,0.9296444685262372,21.96489245440178,0.2365632653509335,0.1887215871378493,,,
PRVA,False,0,0.6145530931292662,20.491097938423817,0.3453071531369944,,,0.2324949262940945,
PYPL,False,0,3.559261916167692,25.08794283328518,0.7421398046398047,0.1182135329602442,0.2813428401663695,0.1525869963369963,0.2981455796989777
QCOM,True,1,3.750838401008862,24.6153718085342,0.6324927571714204,0.1853846153846154,0.1341512201626883,0.2527849185946872,0.5459078183592747
QNST,True,0,-0.3411933850580379,19.85554857909941,0.3189000473912204,0.0376327738065174,,0.4068429112021891,0.3847087378640776
RAMP,True,0,-0.5175723764486604,21.01124986380537,0.2029457103954605,0.2987475811348379,,0.2928338141881152,0.7150225381414701
RNG,False,0,0.944035146066676,21.4525819633666,1.232818559630258,0.1821910849808633,,0.2808490486877804,0.5705617198335644
ROP,True,1,1.834089872194728,24.0183913388802,0.4055847120915614,,0.231201248049922,0.8886615667437585,0.623015873015873
RPD,True,0,-0.2895967576254524,21.03000834957693,1.0883552576875049,0.2772948679211132,,0.4539397243984691,0.7751820388349515
SAP,False,0,3.700906834326655,25.002137854511627,0.4062001967876495,0.2059690368914936,0.3204077110569466,0.5115370224088471,0.5586633790517285
SCOR,True,0,-0.7921759029151881,20.17954849627752,0.7516957005508228,0.0982591393193295,,0.6911982031947033,0.5654472954230235
SCSC,True,1,1.41038219249298,21.38462715721096,0.5837120140722649,,0.2522697959080448,0.1542570872311126,0.3060515873015872
SEAC,False,0,-3.305546169107019,17.826401044853583,0.2295818537575186,0.326254119370194,,0.1790347126603377,0.6272971567267683
SHOP,False,0,2.0496006996688148,23.09882254239628,0.2340801338663196,0.2683928571428571,,0.206935019057358,0.5917562413314841
SMSI,True,0,-2.7933035606740573,18.455864473286848,0.2626157306841988,0.6057757714427061,,0.6889390911460596,0.9444781553398058
SNOW,False,0,0.9297497673444096,,,,,,
SNPS,True,1,1.6881646086982067,22.96589782635517,0.4097325709562887,0.344442051652247,0.126317229929349,0.4489956399850628,0.7622322391739867
SPSC,True,0,-0.6677927772452726,20.32712809341098,0.2018697783074806,0.1014649293041308,0.2269923167517245,0.4244762332185093,0.4091603739661992
STM,True,1,2.8746141827785427,23.71809770525724,0.361525372835552,0.1178695436507936,0.115916183682568,0.0351316184566109,0.357740021574973
TCX,True,0,-0.9471684461646076,20.31491707510241,0.8545958086309529,0.0441767193328807,,0.2560372592881201,0.305131761442441
TEAM,False,0,1.2349486370568377,21.92528573559279,0.901596414604894,0.4609102345371657,,0.2475864411466771,0.7245579056865465
TEL,True,1,2.943752427754472,23.757353064376865,0.4756520065441247,0.04410048522818,0.1119648737650933,0.3149841208738331,0.4650658807212205
TENB,True,0,-0.2864603124379258,21.087582508368985,0.8118371968628649,0.2101315737473122,,0.2722388557376365,0.6004680998613037
TLS,True,0,-1.413159540024283,19.28524440316025,0.2739840857298112,0.0780037531064563,,0.2330989860865975,0.3086425104022191
TSM,False,0,4.449242707811349,29.233325464892825,0.412255727920087,0.072115741599431,0.1317901964578809,0.0052370660078557,0.2441920943134534
TWLO,True,1,1.4084972427544116,23.25412561444597,0.159599926904029,0.2820152830878538,,0.4882155032224626,0.802747919556172
TXN,True,1,3.090859406303196,24.02674013007995,0.4642187672290219,0.0833832634311963,0.1278907496012759,0.1659131841070313,0.3805542713309703
U,False,0,0.7860525681375768,22.78173715745756,0.520789355608927,0.6897731455388261,,0.6539697229443253,0.9359396671289876
UBER,False,0,3.747547024899757,24.19240220161676,0.7351521380298359,0.087774884713116,,0.315705876856956,0.412881414701803
UDMY,False,0,-0.1828086514052757,20.418868845317608,0.5399610612174064,0.1662001249409868,,0.0669619614733827,0.3215152565880721
VNT,True,1,1.317127903139104,22.19190026478852,0.8665761057260608,0.045408868232634,0.239097459233978,0.5499044505330049,0.4020232958339755
VRNS,False,0,-0.5164296525996285,20.76606858847165,0.5189138591132589,0.3755663655903081,,0.0248368355094986,0.4867805131761443
WDAY,False,0,2.031427076578076,,,,,,
WIT,False,0,2.520590667482392,27.707224462679363,0.3896553130055912,,0.1913468848124277,0.2692261360919659,0.4131944444444445
WK,True,0,-0.5078664508844704,20.52435137617868,0.9927002757375368,0.2820655356727864,,0.1683389863595324,0.5843880027739251
XMTR,True,0,-1.0009114415148324,20.41417488787042,0.4935405127813936,0.0814158316291304,,0.4050964836524027,0.4384968793342579
YEXT,False,0,-0.7098675229804465,,,,,,
ZS,False,0,0.5073259711191266,21.764483801597013,0.7976110835555916,0.2650351163118981,,0.0389618963061286,0.4261875866851595
